true,predicted_mean
0.6823127,0.7422595363461337
0.5643992,0.6861074021835033
0.7106069,0.7186749499676424
0.08368291000000005,0.5614689435453262
1.0000001,0.7029299102546103
0.88932323,0.6704067569743453
1.0000002,0.6562148420820996
0.31407624,0.5592568964757448
1.0000001,0.7468190471708533
0.09090219,0.4379040320328562
1.0000001,0.6218810882503424
0.10372113400000005,0.5960376406893184
1.0000001,0.7250689762593356
0.36535612,0.5177699932772003
1.0000002,0.6685911860113449
0.75356007,0.6264913327043421
0.69592696,0.6270883722018745
1.0,0.665150556539739
0.031530924000000016,0.5370046327560987
0.02836196499999999,0.5854407704523309
1.0000001,0.6300777430514858
0.6158427,0.7033940155244838
0.48156756,0.5415308396258169
1.0000001,0.6966833848233841
0.4665268,0.5348233787383738
0.27713313999999994,0.5327529717074679
1.0000002,0.6625687903572989
0.57340425,0.48447789835347943
0.09367374000000006,0.543818228342504
0.5497047,0.6028509876811486
0.3526048,0.540983507903033
0.59109485,0.6523166621574283
0.15010826,0.5023453513419782
-0.05365145199999999,0.560338024092268
1.0000002,0.7632822894657149
0.8393348,0.62481045667891
0.5882926,0.5258272617109523
0.38662064,0.674399003408156
0.8555819,0.709616397012871
0.66638684,0.5977729767579697
0.32355645,0.6895286290024267
0.45810208,0.5959509311840815
0.37816128,0.6302006028292495
0.14801306999999997,0.5408177329032133
0.49650556,0.7179356104972651
1.0000001,0.7487497586226981
0.30818564,0.6002566634947608
1.0,0.7479108598165546
0.3184939,0.5460848343377961
0.47799006,0.5591079806948486
0.103911325,0.5387602897298931
-0.06031425999999995,0.5152645082943724
0.9521082,0.6260224753336864
0.9999999400000001,0.6106570799225154
0.24424387999999997,0.542841835526253
0.7015734,0.62884372929653
1.0000002,0.7287083078122081
0.85976505,0.7214863537908486
0.28403398,0.5167551009304066
1.0000001,0.5172623990279885
-0.026777669999999976,0.5521094515260215
0.59397817,0.6217308445778561
0.37690175,0.5701279028397377
0.26322719999999994,0.6677127793287939
1.0000001,0.7598092124171889
0.49821004,0.5962284246526142
0.56739455,0.6577233744934392
0.10515702500000002,0.6666439826043905
0.7203433,0.6857842281975759
0.1361151499999999,0.6743270599600792
0.027505428,0.5579674693964791
0.28657627,0.5264949769050575
0.04273244700000001,0.48459325045837254
0.6751038,0.6459966483574404
0.10828963000000003,0.5585582891275516
0.15956621000000004,0.5169965329991902
0.6295526,0.7139817499648541
1.0000001,0.7183801603499127
1.0000002,0.7080083245899582
1.0000002,0.6652985308710373
0.68331206,0.6888414045981196
0.6873956,0.6700441001126208
0.21981289999999998,0.5316617769585319
0.21875644,0.6050895891113872
1.0000002,0.6401475393378723
1.0000001,0.6198304519149683
0.16595839000000007,0.5478559432374628
0.44600296000000006,0.6312578383517446
0.3065313,0.5069058704249095
0.786492,0.6263634473390212
1.0000002,0.790802430610494
0.08524156999999999,0.697796884191393
0.10837222000000002,0.6391757010264758
0.08098291000000002,0.48708650846461105
0.83518213,0.6319148181580047
0.71670264,0.5476063239977582
0.15973945,0.5177017637799857
0.09340943000000002,0.6200932825453315
0.678817,0.5414025032268542
0.29050633,0.6300596844671749
0.744809,0.6180198077076818
1.0000001,0.6696663320156883
0.86502147,0.7066851757237642
1.0,0.646976486942596
1.0,0.5030635418699251
0.20191738000000004,0.5658003396864896
1.0000001,0.7177189816709318
1.0000001,0.6935567071794354
0.9999999400000001,0.7769082273161957
1.0,0.6473278365613879
0.12708615,0.62927669865459
0.4705047,0.6049993713090177
0.9999999,0.6783222506853185
0.7119785,0.6091257541755951
0.97070044,0.6498632855208767
0.422923,0.5897904193365328
1.0,0.7062938296614365
1.0,0.6766866918104839
1.0,0.663429802869026
0.29834455,0.4455670489619379
1.0,0.7056466265524368
0.48479483,0.6147222932922489
0.07783362000000005,0.4626376640858949
0.05552247499999996,0.5096021335922997
0.35729063,0.6583892467714372
0.3740736,0.5918980322838368
0.5732461,0.6397191172743472
0.5322305,0.7091196960994399
0.906146,0.6980427703575484
1.0000002,0.6811902291312305
0.96080524,0.6260259643449101
1.0000002,0.7072375872175858
1.0,0.771114886879891
0.49204922,0.7304750431068238
0.7323357,0.6288871172659725
0.22851476000000004,0.5317269616830868
0.7110592,0.5928576459102486
0.50132066,0.6662596944214813
1.0000001,0.6633624466583846
0.45545095,0.5809193311078288
0.45781913,0.6567294785061001
0.57875806,0.4154418059789934
1.0,0.7440744128482502
0.27247527000000005,0.4745638607352154
0.60066605,0.635978286312415
1.0000001,0.7271542862951484
1.0000001,0.7139381017697134
0.5994225,0.539877712008785
0.4718982,0.5838313730936746
0.5441025,0.5054867049118585
0.90856594,0.6102314043835488
0.72179633,0.7745616859867951
0.6568329,0.5267534434722059
1.0,0.777639042793783
0.96848816,0.6721953116078679
1.0000002,0.7840624967220695
0.17353904000000003,0.49641341359122393
0.21577780999999996,0.5058385312736469
0.7578797,0.5292957423204604
0.5926598,0.5312322914161086
0.3558931,0.6567611908222892
0.7112165,0.6896908961303684
0.12273016599999997,0.6407856011881345
1.0,0.7176628288428291
0.16872998,0.47786370059765915
0.15386217999999996,0.4939891328314754
0.28341928,0.623413627588066
1.0000002,0.6779882004331095
1.0000001,0.6882684364085229
0.010137818999999992,0.47411175959660157
0.6401047,0.6834793037897269
1.0000001,0.6035950200160333
1.0,0.7280276766412954
0.12575778000000004,0.5854655641956845
1.0000001,0.6253869390626878
1.0000001,0.764939547292514
0.599705,0.5779795970616183
1.0,0.7142423402859496
0.7678881,0.6731331496417949
1.0000002,0.6421511456574395
0.32969996,0.7106858848264799
0.29823545,0.6345051685812908
0.5544862,0.6941824983405352
0.66572386,0.6142567337604948
1.0,0.7346932395081205
0.6588452,0.6454347586976863
0.6100378,0.5535867371097263
1.0000002,0.709854778338797
0.27796182,0.7104816431519289
1.0000002,0.6968896731149687
1.0,0.6951896389399339
1.0000001,0.7005277325068061
0.054390579999999966,0.5003464875495447
0.6657839,0.576617343142785
1.0000002,0.6574388856967069
1.0000001,0.7487701690707095
1.0,0.688805573392722
0.24134490000000003,0.5604157107268306
0.07441244000000002,0.6216132395565153
0.5727236,0.5981449062139417
1.0000001,0.8041354670374781
0.67339224,0.6104669355821223
1.0000001,0.6219859602632221
0.942329,0.6090319565829776
1.0000001,0.6919102694106679
0.62796384,0.6309993426707132
-0.008722713000000049,0.5875810413899791
-0.02727588999999997,0.6140124332505843
1.0,0.6760736900871337
0.9762621,0.7150638548059045
1.0,0.6991123068771635
0.68107206,0.606621746131802
1.0000001,0.7572445945736246
0.99565405,0.6603059916105998
1.0,0.7130320033051584
0.07573673999999997,0.5778023281494123
0.10258108399999999,0.5638675663740226
0.6361164,0.6091652282834483
0.057031840000000056,0.6045487247667395
0.5230955,0.6223029353137057
1.0000001,0.7706320791457518
0.8663597,0.7102507914267244
1.0,0.7571308356796672
0.35920852,0.5364218531499041
1.0,0.7481469577543705
0.06792030000000004,0.4833257808988627
0.6174193,0.6140398899959294
1.0,0.7398306453098564
0.16392341,0.5518357539107546
0.18618121999999998,0.5174816960619374
0.62742394,0.5582021058848569
1.0,0.7259120272731626
0.26231477,0.6794692025153964
0.48673484,0.5727996941293718
0.3780835,0.6551583387918433
1.0000001,0.7518814459780736
0.5197237,0.5842771424904876
0.6914399,0.7333088497458848
0.10001342000000002,0.5183706328651431
0.9793339,0.8090660697043857
1.0000001,0.683173784859676
0.85396487,0.7067975607160755
1.0,0.637442507151397
0.05130195000000004,0.6069677687858634
1.0000001,0.732988291355948
1.0000002,0.6100003521904291
1.0000002,0.7274224865678789
1.0,0.7079906007722159
1.0,0.7065160195943354
0.56207794,0.6007452841247197
0.5948029,0.5599025022211247
0.10480252000000001,0.5667992930801369
0.5404624,0.6071563091389961
1.0000001,0.7298503902049301
0.8168554,0.6810607856605874
1.0,0.6445799719716682
0.88933456,0.6439739403193875
0.09003130000000004,0.6835845327851618
1.0000001,0.7018227735278727
1.0000001,0.7530320645990024
0.4945067,0.6638101456279846
0.6810051,0.7370941356050991
0.9999999,0.6898787153153456
1.0000002,0.7035200203297334
1.0000002,0.7454833090641786
0.4546016,0.5734121810765704
0.59238315,0.5623913766427242
0.20539168000000002,0.5208087722012855
1.0000001,0.6900592590079629
0.23490807000000008,0.6255033559716991
0.34286776,0.5127928492925635
0.10713342000000003,0.5390471487412748
0.5466853,0.6705950487058564
0.31929645,0.5602116185563792
0.6690043,0.5311707418580631
0.28530955,0.6207336213147474
1.0000001,0.8075204238445086
0.16975653000000002,0.5657993122796564
1.0000001,0.5902051096770671
0.1448453,0.6482424908850775
0.10643959000000003,0.5792165119326059
1.0,0.821735856640325
0.56227005,0.6734218907559087
1.0,0.7470948002163031
0.9999999,0.7258755183681829
1.0000001,0.7662728668449461
0.68987066,0.5939342379840515
1.0,0.7747542476981623
0.6183384,0.616942209891514
0.8711412,0.6001996113940573
0.44647327000000003,0.6580233375191418
1.0000001,0.7071104241137274
0.45074916,0.6044831479025482
0.04863782999999999,0.44538829279481246
0.8015706,0.6917841383489031
1.0,0.718050190328184
1.0000002,0.6774245684488664
1.0000002,0.6753947647734401
1.0,0.6376073280620188
0.021336498000000037,0.5244296163523459
1.0000001,0.7275774506053491
1.0,0.7421997248373426
0.2778617,0.5487655987749762
0.838999,0.7285732408057047
1.0000001,0.6726622325043858
0.5668709,0.5758540086346752
0.5593958,0.5398668477279622
1.0000001,0.6699579997751786
0.06401817499999995,0.5793434476151283
0.6253493,0.680240970751452
1.0000001,0.8462070064988825
1.0,0.7012632975135429
1.0000001,0.7612750957475449
0.36523697,0.5991782850502975
0.09252720999999997,0.5364550137459764
1.0000002,0.8074045514102582
0.9588667,0.7327008970058927
0.6688979,0.5414182167189767
0.18383637000000003,0.4938637768694718
1.0,0.6647618104024274
1.0,0.6513441134842275
0.08436005999999996,0.5492839172062228
-0.031322147999999994,0.5634095117813089
0.45143652,0.5564909362874324
1.0000002,0.7390407556509837
0.7985842,0.739431637796143
0.44621867,0.5442413023960883
0.3595027,0.6138016599565701
0.6779659,0.727626118446571
0.61050785,0.5876636102260577
1.0000001,0.6738186648258229
0.8965342,0.71452648382736
0.9999999400000001,0.8172262335029244
0.66870266,0.6918043252936582
0.8231448,0.6639359632324338
1.0000001,0.6479667976846241
0.12313567000000003,0.606827609773712
1.0000001,0.6411840012756624
0.07150133000000003,0.5214664142619562
1.0000002,0.6511948235021986
0.79176486,0.7127034374226143
1.0000002,0.609699575606317
0.31602594,0.5676751511525631
0.56096095,0.5639214029462878
1.0000002,0.6735837085637125
0.09904107500000003,0.7151732982282171
0.9386394,0.7379432173334846
0.11388849499999998,0.4850248758052632
1.0000001,0.7137218543701589
0.7837972,0.6856397263516919
0.9999999400000001,0.7086431727629315
0.7489356,0.6612463329440853
0.9399081,0.7168157331867996
1.0,0.7285758533551212
1.0,0.7976087324334394
0.62123007,0.5726800072010972
0.9999999400000001,0.6815896686715756
0.31044802,0.6220545484085916
0.6911924,0.5642123250546168
1.0000002,0.6067957977178593
0.68511796,0.6615104650030236
0.59614295,0.6970673517733738
1.0,0.7023252137924985
0.37955463,0.6158760802490851
0.10000476999999997,0.4607163390020479
1.0,0.7507865005463934
0.40473777,0.6672652106105013
0.48809177,0.605622882403813
0.73039365,0.6266523093176616
1.0000001,0.6906723687457802
1.0000001,0.6988759855031559
0.7752142,0.6048146179578424
0.21122605,0.5361419873350141
0.33324233,0.660761153831975
0.6897421,0.554788261527326
1.0000001,0.6546373718339427
0.7187872,0.5625928845572932
0.6809392,0.6173286134098857
0.011299061,0.5035575422245067
0.12410582000000003,0.5382357629591309
0.7564242,0.6957266270914475
0.75449014,0.5910145961796699
0.16105205,0.5060144945467212
0.78807074,0.700339365965808
0.8037177,0.6304555237672363
0.13025458,0.499674170146675
0.72357106,0.6964836079211721
0.15007731000000002,0.5117157757428892
1.0000001,0.6000435563553065
0.40252203,0.5924855751014517
1.0,0.5963562630923308
1.0000001,0.6627609089073312
1.0000001,0.8283548583229006
0.19893667000000004,0.5912366128521963
0.79121554,0.5763013413239482
0.37725568,0.5416003253936597
0.03417261699999996,0.6907248839007045
1.0000001,0.6364799151737518
1.0000002,0.7291651439662534
1.0000001,0.6664754739290869
0.9640061,0.7622558112899919
0.05415276400000002,0.4861041699410069
0.7528448,0.5910416693381204
0.47898754,0.6848121073814512
0.52445126,0.6079457851039559
0.08761337400000002,0.6808599171172866
1.0000001,0.622356223362746
0.023089715999999982,0.5768275884335831
1.0,0.6934647116644933
0.06041353199999999,0.5171649265767682
0.08951686000000003,0.48001957277776197
1.0000001,0.657129802242244
1.0000001,0.837982676332432
0.31254286,0.5429914186535651
0.11101349400000005,0.5542994577905443
1.0000001,0.6662852387212091
0.25987568,0.5640641283863097
0.73557675,0.688132103388404
0.9999999400000001,0.66411625361569
0.3686517,0.618194793163302
0.05432306200000003,0.5659332577494489
0.4412203,0.5819507484054915
0.6515779,0.4643163502293639
1.0000002,0.7144871799006094
0.02710387999999997,0.5681246852537605
0.34333515,0.6643458015367861
0.46771646,0.6166040576864865
0.47648573,0.6311958629910059
1.0000001,0.5997587771156628
1.0,0.7864726609681103
1.0000002,0.7642827178600549
0.49294955,0.50329117423469
0.33803403,0.6586057514627295
1.0000001,0.6289758121782639
0.12517409000000002,0.5616771762612405
1.0,0.6305257918612053
0.21804464,0.5386179343172125
0.23505505999999998,0.5498869143377728
0.86717635,0.77170138200147
0.98399127,0.7191696969641671
0.04170961299999998,0.5173092811832717
0.4618194,0.6102379662755907
1.0000002,0.793864186147502
1.0,0.7051637585041404
0.07457102999999998,0.5335077972584139
0.97217536,0.7982606323217252
0.07303705999999999,0.5981783561523898
0.071359485,0.5711625976713555
0.57055444,0.6394709564135512
0.40176117,0.5796355567089926
0.41960898,0.6498658852167221
0.29939646,0.5567833390738441
1.0000001,0.6428868026598631
0.73512846,0.5670734266125483
0.45976257,0.6648720813952727
1.0000001,0.6795686601937825
0.061074633000000045,0.5764170176134052
0.78184605,0.6119310408721887
1.0000001,0.6792495860027894
0.11338978,0.6383799441972424
0.4821894,0.6107159812033361
1.0,0.7639871655313908
1.0000001,0.6605175720569586
0.64801264,0.554662090296013
0.3922086,0.5050675961281834
0.7193167,0.6749329602193315
0.63005203,0.6489738125107695
0.035694435000000024,0.6626999147551285
0.8030602,0.64484180479443
1.0,0.6913702770312602
0.13639802,0.4820647044628526
0.6149282,0.6523215123843911
0.6527602,0.5811040789904286
1.0000001,0.7218334799811055
1.0000001,0.7703875867671917
1.0000001,0.6324647139731416
