true,prediction
0.09766043000000002,0.6093990862559808
1.0,0.831122704025636
0.8887119,0.6163054234932186
0.5908667,0.7795587759090916
1.0,0.7183449304962664
0.29819575,0.3575204260428051
1.0000001,0.8048369397822501
0.08541120599999996,0.5756990774344877
0.21138948000000002,0.595108316304763
0.34001687,0.5221250708787268
1.0000001,0.7613588425425714
1.0000001,0.8522350917569148
1.0000001,0.7405165102730824
0.8286253,0.5912384425450752
1.0000001,0.7419547877957018
0.502913,0.6940973316898853
0.40361604,0.7988869617266211
0.7071901,0.7811465835477763
0.6749879,0.676205758968159
1.0000001,0.5570328643170182
0.47293004000000005,0.8494598275228199
0.78096694,0.687289430746843
1.0000001,0.872123483061839
0.09588743,0.4993217441102805
0.2020555,0.6425227738093859
0.47862148,0.5162808700763115
1.0,0.7337192745633014
0.60482347,0.5737604460915591
1.0,0.6747924136195336
1.0,0.8673215886125272
0.8675262,0.6718702994772898
1.0000002,0.8224390009528331
0.7750405,0.7724190440302141
0.77993274,0.6889330263937584
0.11063993999999999,0.6280309160865106
0.34928292,0.4752867143406476
1.0000001,0.7208526712807958
0.33272523,0.685311210381598
1.0000001,0.6768403085803895
1.0000001,0.8520738612442088
1.0,0.7117375094868778
0.5602399,0.6994180314235349
1.0000001,0.7281780521974532
1.0000001,0.8114773068925819
0.99999994,0.6278166510868608
0.69271326,0.48870670318416065
0.7847567,0.664396239736031
0.07512916999999997,0.7179312989779275
0.8340367,0.878527881550625
0.6255891,0.6634817922382411
0.645687,0.6472383669119932
1.0000001,0.8387807947288684
0.18665653000000004,0.5777819259685785
0.52348083,0.6933673931284999
0.17586645,0.6489715090960914
0.09370422999999994,0.4742943367824949
1.0,0.7811353824773211
0.6186356,0.5928459154310426
0.69496024,0.8734972347719303
1.0,0.7528002359692703
1.0000001,0.8086234112194619
1.0000001,0.7959273782075253
0.36211687,0.43967627243084795
0.5338608,0.47050642730299996
0.7895376,0.6130050014092316
0.060532371999999945,0.48899258148321895
0.30083317,0.6966388978394654
1.0000002,0.8844285177385378
0.66522926,0.697812939643333
0.17806736,0.584013177115376
0.6641722,0.7326686048912805
0.26190816999999994,0.6991425365996121
0.05263592299999997,0.38186470879322
1.0000001,0.61704976872796
0.9999999,0.8223107875838512
0.80829036,0.8450104637163818
1.0,0.8683203586287209
0.81116927,0.5998181203749838
1.0,0.6061787069196043
0.4470893,0.6000062128980258
0.7547812,0.7721803823197325
0.01370973700000011,0.732046635856157
0.22405379999999997,0.6799037537395166
0.99999994,0.8773748526322851
1.0000001,0.8521235450338026
0.11094291499999998,0.5243468030588203
0.39237434,0.6417930111594181
0.6297118,0.7193677923454608
1.0,0.8045784873490296
0.05780138000000001,0.5659288559102678
0.45460737,0.5075461021238483
1.0000001,0.6201532252760076
0.94853556,0.9158019248490372
0.76689625,0.7068412422763296
0.45954686,0.49649434853811036
0.90352136,0.6504208230320103
1.0000001,0.950743171310118
1.0000001,0.6496699901038778
0.9263111,0.840892322079438
0.5230261,0.7531128915289657
1.0,0.6885482820980973
0.24801154000000003,0.6496940418474184
0.8803379,0.6443077919759265
0.12175113000000004,0.5741714080168154
0.6811499,0.43015643963477257
0.5605235,0.5818746883671106
0.41260228,0.5666312864819263
0.98399127,0.7588148652932933
1.0,0.8027378221179164
1.0000001,0.638601509047057
0.5122882,0.8031948050162873
0.96764624,0.6314869672689042
0.9999999,0.6929059691459007
0.7484702,0.5812023411572026
0.42791188,0.44688430764977716
0.46588302000000004,0.63924799095843
0.27941334,0.5292279760993829
1.0000001,0.9095477868914292
0.5276443,0.7658725024599463
0.30338080000000006,0.7986317443327986
0.07209029999999994,0.6445758478755437
0.12511881999999996,0.5819815350798393
1.0,0.8252194185883083
0.11072570999999998,0.7068551493896947
1.0000002,0.8206067458009638
0.40954667,0.6870686936383008
1.0000001,0.8126258349103167
0.52855575,0.5793773378459576
0.34361473,0.5816099775870092
0.58041567,0.5518442029738945
0.5936515,0.6580340419912424
0.7755561,0.6166206100030954
1.0000001,0.8387779472403647
1.0000001,0.6964792299104793
0.48394647,0.7235944904050902
1.0000002,0.812876648376407
0.59083056,0.5851329566093554
0.7246912,0.6865825031341029
1.0,0.7927909496946798
0.9330058,0.8046351168363411
0.981432,0.842658093843147
1.0000001,0.667258992810604
1.0000001,0.7409297399467774
0.9696613,0.8142968449993606
1.0000002,0.5511248599071527
0.03600403699999999,0.525661231397311
0.09121418000000003,0.5586506098668869
0.046458200000000116,0.46351862471276806
0.5900873,0.8055715765698702
0.7065112,0.6516333664792763
1.0000001,0.5774613227207385
0.7901275,0.8106291232859923
1.0,0.9336247940109949
0.7257261,0.732979908508779
0.8046285,0.8644329188961566
1.0,0.8110978763554997
0.7287141,0.6009733660509327
0.53477347,0.530140001995077
0.11797051999999997,0.48667455613001426
0.99999994,0.884178978939945
1.0,0.738016969383428
1.0000001,0.6876315348131965
